"""About the data: Analytical views - Publisher - Exported on Feb 24, 2023. Criteria: Publication Year is 2021; Research Organization is Harvard University. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.""
University of Minnesota Press,265,1,265,0.00,164,0,164,0.00
University of Nebraska Consortium of Libraries - UNCL,265,1,265,0.00,164,0,164,0.00
University of Notre Dame,265,1,265,0.00,164,0,164,0.00
"University of Rijeka, Faculty of Medicine",265,1,265,0.00,164,0,164,0.00
University of Tartu,265,1,265,0.00,164,0,164,0.00
University of Wales Press/Gwasg Prifysgol Cymru,265,1,265,0.00,115,1,115,0.01
University of Warsaw,265,1,265,0.00,164,0,164,0.00
Universtity of Bergen Library,265,1,265,0.00,164,0,164,0.00
Uniwersytet Lodzki (University of Lodz),265,1,265,0.00,164,0,164,0.00
Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,265,1,265,0.00,164,0,164,0.00
Westerdijk Fungal Biodiversity Institute,265,1,265,0.00,164,0,164,0.00
World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO),265,1,265,0.00,164,0,164,0.00
"World Health Organization, Western Pacific Regional Office",265,1,265,0.00,164,0,164,0.00
World Journal of Emergency Medicine,265,1,265,0.00,164,0,164,0.00
Xia & He Publishing,265,1,265,0.00,164,0,164,0.00
Yong Loo Lin School of Medicine,265,1,265,0.00,164,0,164,0.00
Zhejiang University Press,265,1,265,0.00,164,0,164,0.00
